loss,acc,f1,auc
1.3762491941452026,0.7143,0.7273,0.9182
0.13957505347207189,1.0,1.0,1.0
1.8357004523277283,0.8,0.8333,0.8889
0.98500856757164,0.9048,0.9091,0.9352
1.7417927980422974,0.8696,0.8571,0.8615
